Date,Units
2021-09-05,19538379
2021-09-09,19559014
2021-09-12,19577148
2021-09-13,19516127
2021-09-14,19536457
2021-09-19,19571355
2021-09-22,19580487
2021-09-23,19623176
2021-09-26,19661772
2021-09-29,19669752
2021-09-30,19684338
2021-10-03,19832006
2021-10-04,19877002
2021-10-05,19946770
2021-10-06,19958444
2021-10-07,19986946
2021-10-10,20000682
2021-10-11,20020705
2021-10-12,20032158
2021-10-13,20043129
2021-10-14,20054710
2021-10-17,20087589
2021-10-18,20113834
2021-10-19,20146880
2021-10-20,20186045
2021-10-21,20193421
2021-10-24,20224398
2021-10-25,20232024
2021-10-26,20248308
2021-10-27,20267199
2021-10-28,20268889
2021-10-31,22193390
2021-11-01,22194450
2021-11-02,22200189
2021-11-03,22180116
2021-11-04,22187789
2021-11-07,22221467
2021-11-08,22251798
2021-11-09,22282946
2021-11-10,22310397
2021-11-11,22343925
2021-11-14,22384448
2021-11-15,22391754
2021-11-16,22419159
2021-11-17,22419501
2021-11-18,22440048
2021-11-21,22462029
2021-11-22,22451378
2021-11-23,22465566
2021-11-24,22475177
2021-11-25,22505129
2021-11-28,22540632
2021-11-29,22424575
2021-11-30,22499702
2021-12-01,22533852
2021-12-02,22621406
2021-12-05,22632566
2021-12-06,22511019
2021-12-07,22487134
2021-12-08,22486263
2021-12-09,22779315
2021-12-12,22778517
2021-12-13,22758605
2021-12-14,22766249
2021-12-15,22780926
2021-12-16,22782807
2021-12-19,22789351
2021-12-20,22796984
2021-12-21,22678762
2021-12-22,22723347
2021-12-23,24707018
2021-12-26,26520196
2021-12-27,28494593
2021-12-28,28515202
2021-12-29,28397689
2021-12-30,28415861
2022-01-02,28439271
2022-01-03,28467685
2022-01-04,28503756
2022-01-05,28528150
2022-01-06,28501472
2022-01-09,28462179
2022-01-10,28489324
2022-01-11,28518887
2022-01-12,28595968
2022-01-13,28612425
2022-01-16,28660394
2022-01-17,28681820
2022-01-18,28721698
2022-01-19,28756388
2022-01-20,28790576
2022-01-23,28780983
2022-01-24,28713210
2022-01-25,28675304
2022-01-26,29614550
2022-01-27,29693477
2022-01-30,29881711
2022-01-31,29912042
2022-02-01,29914143
2022-02-02,29944098
2022-02-03,29978880
2022-02-06,29998721
2022-02-07,30010359
2022-02-08,30011446
2022-02-09,30020591
2022-02-10,30030995
2022-02-13,30026717
2022-02-14,29941393
2022-02-15,29921072
2022-02-16,29926470
2022-02-17,29964218
2022-02-20,30007481
2022-02-21,29953249
2022-02-22,29956673
2022-02-23,29770829
2022-02-24,29803655
2022-02-27,29831006
2022-02-28,29859721
2022-03-01,29918162
2022-03-02,29920717
2022-03-03,29923438
2022-03-06,29923007
2022-03-07,29918207
2022-03-08,29881673
2022-03-09,25231215
2022-03-10,24945452
2022-03-13,24647138
2022-03-14,24590434
2022-03-15,24588155
2022-03-16,24651918
2022-03-20,24644092
2022-03-21,24669596
2022-03-22,24679108
2022-03-23,24682715
2022-03-24,24706690
2022-03-27,24961793
2022-03-28,25002384
2022-03-29,25005534
2022-03-30,25016132
2022-03-31,25049521
2022-04-03,25043726
2022-04-04,25067735
2022-04-05,25199488
2022-04-06,25221262
2022-04-07,25248574
2022-04-10,25277167
2022-04-11,25292194
2022-04-12,25281675
2022-04-13,25280971
2022-04-14,25283290
2022-04-17,25357837
2022-04-18,25365584
2022-04-19,25366840
2022-04-20,25382888
2022-04-24,25376132
2022-04-25,25384019
2022-04-26,25384019
2022-04-27,25426410
2022-04-28,25392676
2022-05-01,25367933
2022-05-02,25422781
2022-05-03,25423091
2022-05-08,26364512
2022-05-09,26485839
2022-05-10,26353875
2022-05-11,26343669
2022-05-12,26364900
2022-05-15,26479718
2022-05-16,26478817
2022-05-17,26552399
2022-05-18,26641977
2022-05-19,26679771
2022-05-22,26705042
2022-05-23,26691631
2022-05-24,26766530
2022-05-25,26792857
2022-05-26,26673444
2022-05-29,26764827
2022-05-30,26772539
2022-05-31,26801209
2022-06-01,26861601
2022-06-02,26849950
2022-06-06,26791213
2022-06-07,26800641
2022-06-08,26881191
2022-06-09,26874150
2022-06-12,27063960
2022-06-13,26990272
2022-06-14,27327777
2022-06-15,27463468
2022-06-16,27633545
2022-06-19,27548916
2022-06-20,28713169
2022-06-21,30724135
2022-06-22,33586173
2022-06-23,35667976
2022-06-26,37620041
2022-06-27,39119056
2022-06-28,41473168
2022-06-29,43722241
2022-06-30,46050897
2022-07-03,48303098
2022-07-04,48326942
2022-07-05,48409953
2022-07-06,48501714
2022-07-07,48533472
2022-07-10,48569094
2022-07-11,48694312
2022-07-12,48798059
2022-07-13,48763616
2022-07-14,48969147
2022-07-17,48990938
2022-07-18,49012653
2022-07-19,49102377
2022-07-20,49131868
2022-07-21,49103593
2022-07-24,49181449
2022-07-25,49142390
2022-07-26,49148923
2022-07-27,49228742
2022-07-28,49276709
2022-07-31,49356300
2022-08-01,49355023
2022-08-02,49402724
2022-08-03,49493282
2022-08-04,49468118
2022-08-08,49555267
2022-08-09,49371107
2022-08-10,49353410
2022-08-11,49377617
2022-08-14,49438473
2022-08-15,49481401
2022-08-16,49472131
2022-08-17,49460198
2022-08-18,49566498
2022-08-21,49537259
2022-08-22,49534064
2022-08-23,50944047
2022-08-24,50895841
2022-08-25,50956474
2022-08-28,51698921
2022-08-29,52133955
2022-08-30,52255126
2022-08-31,52306729
2022-09-01,52386459
2022-09-04,52584693
2022-09-05,52604527
2022-09-06,52166770
2022-09-07,51730877
2022-09-08,51591640
2022-09-11,51504172
2022-09-12,51052003
2022-09-13,51064897
2022-09-14,50700609
2022-09-15,50630207
2022-09-18,50665458
2022-09-19,50050466
2022-09-20,49617763
2022-09-21,49671530
2022-09-22,49149523
2022-09-28,49142511
2022-09-29,49109928
2022-10-02,48392084
2022-10-03,48248959
2022-10-06,48321724
2022-10-11,52253127
2022-10-12,52347695
2022-10-13,52527600
2022-10-18,52872137
2022-10-19,53176599
2022-10-20,53151900
2022-10-23,53139675
2022-10-24,53142677
2022-10-25,53292185
2022-10-26,53234715
2022-10-27,53213083
2022-10-30,53510362
2022-10-31,53564203
2022-11-02,54090465
2022-11-03,53729707
2022-11-06,53722334
2022-11-07,53817987
2022-11-08,53959890
2022-11-09,53885575
2022-11-10,53928431
2022-11-13,53849697
2022-11-14,52735572
2022-11-15,52726849
2022-11-16,52726809
2022-11-17,52780873
2022-11-20,52798056
2022-11-21,52820773
2022-11-22,52851552
2022-11-23,53003243
2022-11-24,53127496
2022-11-27,53160643
2022-11-28,53167541
2022-11-29,53089038
2022-11-30,53116688
2022-12-01,53059789
2022-12-04,53243487
2022-12-05,53264871
2022-12-06,53259227
2022-12-07,53238093
2022-12-08,53217565
2022-12-11,53230435
2022-12-12,53216760
2022-12-13,53333173
2022-12-14,53348367
2022-12-15,53337733
2022-12-18,53335344
2022-12-19,53445916
2022-12-20,53576212
2022-12-21,53555927
2022-12-22,53597857
2022-12-25,53734341
2022-12-26,53767789
2022-12-27,53685548
2022-12-28,53564132
2022-12-29,53476372
2023-01-01,53406559
2023-01-02,53471598
2023-01-03,53392996
2023-01-04,53337981
2023-01-05,53343774
2023-01-08,53272446
2023-01-09,53276166
2023-01-10,53280429
2023-01-11,53050288
2023-01-12,53047218
2023-01-15,53016489
2023-01-16,53119667
2023-01-17,53092954
2023-01-18,52952630
2023-01-19,52953902
2023-01-22,52957049
2023-01-23,52943531
2023-01-24,52938598
2023-01-25,52939128
2023-01-26,52937834
2023-01-29,52227163
2023-01-30,52097815
2023-01-31,51688069
2023-02-01,51586628
2023-02-02,51575281
2023-02-05,51519600
2023-02-06,51502355
2023-02-07,51496758
2023-02-08,51449231
2023-02-09,51404773
2023-02-12,51077950
2023-02-13,51018292
2023-02-14,50979396
2023-02-15,50946816
2023-02-16,51029172
2023-02-19,51031384
2023-02-20,50950800
2023-02-21,50982444
2023-02-22,48324728
2023-02-23,48203909
2023-02-26,46164793
2023-02-27,46124610
2023-02-28,45870912
2023-03-01,45766918
2023-03-02,45736260
2023-03-05,45705878
2023-03-06,45686541
2023-03-08,46837234
2023-03-09,46723345
2023-03-12,46720305
2023-03-13,46705836
2023-03-14,46658548
2023-03-15,46633549
2023-03-16,46615436
2023-03-19,46594818
2023-03-20,46552797
2023-03-21,46386516
2023-03-22,46360161
2023-03-23,46336964
2023-03-26,46309941
2023-03-27,46334354
2023-03-28,46367583
2023-03-29,46272743
2023-03-30,46319884
2023-04-02,46315345
2023-04-03,46353791
2023-04-04,46345274
2023-04-09,46340894
2023-04-10,46320061
2023-04-13,46317438
2023-04-16,46317894
2023-04-17,46271996
2023-04-18,46268690
2023-04-19,46323100
2023-04-20,46324030
2023-04-23,44483252
2023-04-24,44465673
2023-04-27,44406954
2023-04-30,44397609
2023-05-01,44305824
2023-05-02,44294717
2023-05-03,44284754
2023-05-04,44285399
2023-05-07,44303290
2023-05-08,44325293
2023-05-09,44311099
2023-05-10,44303088
2023-05-11,44118929
2023-05-14,44091118
2023-05-15,44076542
2023-05-16,44073046
2023-05-17,44079377
2023-05-18,44236976
2023-05-21,44367674
2023-05-22,44387741
2023-05-23,44405007
2023-05-24,44394050
2023-05-28,44396128
2023-05-29,44413466
2023-05-30,44416996
2023-05-31,44152015
2023-06-01,43799101
2023-06-04,43454058
2023-06-05,43473658
2023-06-06,43436922
2023-06-07,43341603
2023-06-08,43345210
2023-06-11,43376616
2023-06-12,43394396
2023-06-13,43415491
2023-06-14,43106241
2023-06-15,43095250
2023-06-18,43128423
2023-06-19,43135936
2023-06-20,43142708
2023-06-21,43132976
2023-06-22,43138061
2023-06-25,43148368
2023-06-26,43149482
2023-06-27,43162605
2023-06-28,43176547
2023-06-29,43130884
2023-07-02,43130778
2023-07-03,43146887
2023-07-04,43124335
2023-07-05,43113323
2023-07-06,43108046
2023-07-09,43101041
2023-07-10,43107526
2023-07-11,43112749
2023-07-12,43079648
2023-07-13,43072779
2023-07-16,43046705
2023-07-17,43063771
2023-07-18,43073367
2023-07-19,43064171
2023-07-20,43070401
2023-07-23,43059362
2023-07-24,43080975
2023-07-25,43241247
2023-07-26,43190629
2023-07-30,43213108
2023-07-31,43229221
2023-08-01,42573440
2023-08-02,42551797
2023-08-03,42520337
2023-08-06,42432928
2023-08-07,42455153
2023-08-08,42465581
2023-08-09,42478473
2023-08-10,42496933
2023-08-13,42250277
2023-08-14,42242003
2023-08-15,42226480
2023-08-16,42322440
2023-08-17,42558756
2023-08-20,42562972
2023-08-21,42714938
2023-08-22,42750405
2023-08-23,42746466
2023-08-24,42756457
2023-08-27,42751577
2023-08-28,42725986
2023-08-29,42726649
2023-08-30,42707259
2023-08-31,42745839
2023-09-03,42715749
2023-09-04,42713023
2023-09-05,42707422
2023-09-06,42710090
2023-09-07,43029317
2023-09-10,42715459
2023-09-11,42936953
2023-09-12,43014765
2023-09-13,42754499
2023-09-14,42766137
2023-09-18,42745568
2023-09-19,42726321
2023-09-20,42720924
2023-09-21,42699509
2023-09-26,45008590
2023-09-27,45017995
2023-09-28,44993339
2023-10-01,45052987
2023-10-02,45070587
2023-10-03,45087684
2023-10-04,45189631
2023-10-05,45191251
2023-10-08,45187337
2023-10-09,45097353
2023-10-10,45091298
2023-10-11,45118521
2023-10-12,45195966
2023-10-15,45251616
2023-10-16,44524670
2023-10-17,44824246
2023-10-18,44811375
2023-10-19,44818564
2023-10-22,44646665
2023-10-23,44461321
2023-10-24,43952584
2023-10-25,43933676
2023-10-26,43889517
2023-10-29,43159973
2023-10-30,42992536
2023-10-31,43362887
2023-11-01,43216270
2023-11-02,43069083
2023-11-05,43062609
2023-11-06,43107709
2023-11-07,43062643
2023-11-08,43177655
2023-11-09,43071264
2023-11-12,43070600
2023-11-13,42937667
2023-11-14,41717218
2023-11-15,41064148
2023-11-16,41018998
2023-11-19,41029614
2023-11-20,41029616
2023-11-21,41044421
2023-11-22,41021219
2023-11-23,40886310
2023-11-26,40928586
2023-11-27,40815491
2023-11-28,40817367
2023-11-29,40924017
2023-11-30,40968944
2023-12-03,40901710
2023-12-04,40679009
2023-12-05,40506676
2023-12-06,40347342
2023-12-07,40190204
2023-12-10,40113812
2023-12-11,40032334
2023-12-12,40010091
2023-12-13,40073228
2023-12-14,40002749
2023-12-17,39993453
2023-12-18,39481406
2023-12-19,39395309
2023-12-20,39461162
2023-12-21,38618182
2023-12-24,38488559
2023-12-25,38497935
2023-12-26,38490229
2023-12-27,38462117
2023-12-28,38432737
2023-12-31,37940003
2024-01-01,38021464
2024-01-02,35828686
2024-01-03,33651619
2024-01-04,30690903
2024-01-07,29546304
2024-01-08,29012229
2024-01-09,29014723
2024-01-10,28503978
2024-01-11,28121819
2024-01-14,30397298
2024-01-15,30273052
2024-01-16,30015279
2024-01-17,30002233
2024-01-18,30252173
2024-01-21,30226405
2024-01-22,30357864
2024-01-23,30282301
2024-01-24,30281526
2024-01-25,30287838
2024-01-28,29622196
2024-01-29,29501410
2024-01-30,29547604
2024-01-31,29556065
2024-02-01,29636738
2024-02-04,29706739
2024-02-05,29705084
2024-02-06,29580436
2024-02-07,29285395
2024-02-08,29234866
2024-02-11,29072979
2024-02-12,29040014
2024-02-13,29028886
2024-02-14,28898594
2024-02-15,28740452
2024-02-18,28676159
2024-02-19,28675535
2024-02-20,28649844
2024-02-21,28564828
2024-02-22,28511436
2024-02-25,28482029
2024-02-26,28478160
2024-02-28,28516324
2024-02-29,28493466
2024-03-03,28476448
2024-03-04,28551534
2024-03-05,28543366
2024-03-06,28458845
2024-03-07,28482817
2024-03-10,28495742
2024-03-11,28532629
2024-03-12,28553074
2024-03-13,28552205
2024-03-14,28158507
2024-03-17,28200896
2024-03-18,28249544
2024-03-19,28311518
2024-03-20,28324128
2024-03-21,28249404
2024-03-25,28291372
2024-03-26,28274678
2024-03-27,28180301
2024-03-28,28187704
2024-03-31,28210389
2024-04-01,28219968
2024-04-02,28210780
2024-04-03,28273534
2024-04-04,28245148
2024-04-07,28245148
2024-04-08,28230424
2024-04-09,28129480
2024-04-10,28169942
2024-04-11,28184867
2024-04-14,28211474
2024-04-15,28237078
2024-04-16,28290835
2024-04-17,28301118
2024-04-18,28301224
2024-04-21,28266775
2024-04-24,28247411
2024-04-25,28251760
2024-04-30,28230840
2024-05-01,28261313
2024-05-02,28261014
2024-05-05,28252258
2024-05-06,28203635
2024-05-07,28153951
2024-05-08,28071381
2024-05-09,28043165
2024-05-12,28019978
2024-05-15,28030495
2024-05-16,27998030
2024-05-19,28029591
2024-05-20,28043038
2024-05-21,28035228
2024-05-22,27962963
2024-05-23,27966733
2024-05-26,27964859
2024-05-27,27958146
2024-05-28,27958876
2024-05-29,27972531
2024-05-30,27891269
2024-06-02,27828609
2024-06-03,27836654
2024-06-04,27814191
2024-06-05,27842264
2024-06-06,27830135
2024-06-09,27741920
2024-06-10,27727106
2024-06-13,27719067
2024-06-16,27683148
2024-06-17,27683354
2024-06-18,27585814
2024-06-19,27572475
2024-06-20,26739428
2024-06-23,26727824
2024-06-24,26656988
2024-06-25,26604884
2024-06-26,26589037
2024-06-27,26546604
2024-06-30,26542007
2024-07-01,26527810
2024-07-02,26518459
2024-07-03,24959261
2024-07-04,24914406
2024-07-07,24869788
2024-07-08,24835970
2024-07-09,24858632
2024-07-10,24866364
2024-07-11,24855073
2024-07-14,24549453
2024-07-15,24548625
2024-07-16,23347124
2024-07-17,23996922
2024-07-18,24140541
2024-07-21,24150528
2024-07-22,24162281
2024-07-23,24183788
2024-07-24,24194635
2024-07-25,24271817
2024-07-28,24172756
2024-07-29,24129221
2024-07-30,24106476
2024-07-31,24098425
2024-08-01,24086030
2024-08-04,24089173
2024-08-05,24049483
2024-08-06,23941046
2024-08-07,24057089
2024-08-08,24041774
2024-08-11,24071056
2024-08-12,24082801
2024-08-14,24079441
2024-08-15,24082348
2024-08-18,24098794
2024-08-19,23958574
2024-08-20,23913868
2024-08-21,23906598
2024-08-22,23895533
2024-08-25,23890564
2024-08-26,23913610
2024-08-27,23919750
2024-08-28,24105945
2024-08-29,24136768
2024-09-01,24099953
2024-09-02,24126092
2024-09-03,24154452
2024-09-04,24120164
2024-09-05,24115320
2024-09-08,23319746
2024-09-09,23321297
2024-09-10,23304456
2024-09-11,23298807
2024-09-12,23329796
2024-09-15,23452319
2024-09-16,23465039
2024-09-17,23319196
2024-09-18,23289079
2024-09-19,23300375
2024-09-22,23281564
2024-09-23,23272795
2024-09-24,23270437
2024-09-25,23202888
2024-09-26,23195272
2024-09-29,23226501
2024-09-30,23178699
2024-10-01,23182717
2024-10-06,23185207
2024-10-07,23352282
2024-10-08,23378024
2024-10-09,23366631
2024-10-10,23358067
2024-10-13,23303300
2024-10-14,23183527
2024-10-15,23078318
2024-10-20,23148089
2024-10-21,23111945
2024-10-22,23118770
2024-10-27,23102090
2024-10-28,23073088
2024-10-29,23126445
2024-10-30,24342366
2024-10-31,24376861
2024-11-03,24350454
2024-11-04,24316201
2024-11-05,24323593
2024-11-06,24347297
2024-11-07,24343383
2024-11-10,24340251
2024-11-11,24362603
2024-11-12,24601607
2024-11-13,24575756
2024-11-14,24574773
2024-11-17,24471280
2024-11-18,24473815
2024-11-19,24490557
2024-11-20,24511514
2024-11-21,24666108
2024-11-24,24650092
2024-11-25,24658405
2024-11-26,24650077
2024-11-27,24764299
2024-11-28,24805766
2024-12-01,24814654
2024-12-02,24816501
2024-12-03,24761862
2024-12-04,24755297
2024-12-05,24741871
2024-12-08,24768915
2024-12-09,24921547
2024-12-10,24783341
2024-12-11,24807837
2024-12-12,24807269
2024-12-15,24825206
2024-12-16,24829450
2024-12-17,24919182
2024-12-18,24927660
2024-12-19,24778639
2024-12-22,24787404
2024-12-23,24808866
2024-12-24,24778212
2024-12-25,24734348
2024-12-26,24760557
2024-12-29,24754317
2024-12-30,24748447
2024-12-31,24750257
2025-01-01,24737988
2025-01-02,24789386
2025-01-05,24757081
2025-01-06,24778541
2025-01-07,24831597
2025-01-08,24843138
2025-01-09,24848426
2025-01-12,24919981
2025-01-13,24919346
2025-01-14,24919231
2025-01-15,24985082
2025-01-16,24996996
2025-01-19,25009150
2025-01-20,25097632
2025-01-21,25062695
2025-01-22,25029868
2025-01-23,25011732
2025-01-26,25149363
2025-01-27,25169987
2025-01-28,25166392
2025-01-29,25199907
2025-01-30,25210504
2025-02-02,25187038
2025-02-03,25211597
2025-02-04,25234103
2025-02-05,25241632
2025-02-06,25292249
2025-02-09,25297822
2025-02-10,25372405
2025-02-11,25388591
2025-02-12,25386666
2025-02-13,25334602
2025-02-16,25354279
2025-02-17,25369612
2025-02-18,25371943
2025-02-19,25370947
2025-02-20,25330451
2025-02-23,25358122
2025-02-24,25356410
2025-02-25,25350239
2025-02-26,25404998
2025-02-27,25399813
2025-03-02,25378825
2025-03-03,25375550
2025-03-04,25380539
2025-03-05,25358898
2025-03-06,25349651
2025-03-09,25333033
2025-03-10,25333343
2025-03-11,25340947
2025-03-12,25331322
2025-03-13,25328551
2025-03-16,25338415
2025-03-17,25317246
2025-03-18,24314871
2025-03-19,24321542
2025-03-20,24317480
2025-03-23,24314281
2025-03-24,24365312
2025-03-25,24281068
2025-03-26,24209484
2025-03-27,24208491
2025-03-30,24217313
2025-03-31,24218642
2025-04-01,24437849
2025-04-02,24434679
2025-04-03,24447015
2025-04-06,24442428
2025-04-07,24420663
2025-04-08,24404327
2025-04-09,25162306
2025-04-10,25218391
2025-04-14,25235133
2025-04-15,25236607
2025-04-16,25240151
2025-04-17,25263666
2025-04-20,25273937
2025-04-21,25273712
2025-04-22,25252943
2025-04-23,25257350
2025-04-24,25247220
2025-04-27,25245933
2025-04-28,25262748
2025-04-29,25278089
2025-05-04,25323025
2025-05-05,25340544
2025-05-06,25329695
2025-05-07,25305674
2025-05-08,25312522
2025-05-11,25318599
2025-05-12,25308362
2025-05-13,25327126
2025-05-14,25321907
2025-05-15,25349362
2025-05-18,25369478
2025-05-19,25357493
2025-05-20,24414003
2025-05-21,24392194
2025-05-22,24348597
2025-05-25,24354853
2025-05-26,24357505
2025-05-27,24285712
2025-05-28,24342405
2025-05-29,24329637
2025-06-03,24336570
2025-06-04,24342240
2025-06-05,24342316
2025-06-08,24361201
2025-06-09,24355037
2025-06-10,24338103
2025-06-11,24317045
2025-06-12,24333113
2025-06-15,24091175
2025-06-16,24274853
2025-06-17,24426893
2025-06-18,24515695
2025-06-19,24595339
2025-06-22,24742658
2025-06-23,24768728
2025-06-24,24657766
2025-06-25,24966753
2025-06-26,25102376
2025-06-29,25158759
2025-06-30,25179603
2025-07-01,25185578
2025-07-02,25187823
2025-07-03,26651277
2025-07-06,26646949
2025-07-07,26634017
2025-07-08,26639861
2025-07-09,26630646
2025-07-10,26630646
2025-07-13,26667977
2025-07-14,26795155
2025-07-15,26661109
2025-07-16,26647985
2025-07-17,26649545
2025-07-20,27054172
2025-07-21,27072163
2025-07-22,27067636
2025-07-23,27078867
2025-07-24,27165946
2025-07-27,27187071
2025-07-28,27116309
2025-07-29,27098868
2025-07-30,27097851
2025-07-31,27064703
2025-08-04,27455364
2025-08-05,27441803
2025-08-06,27438197
2025-08-07,27469620
2025-08-10,27536241
2025-08-11,27547502
2025-08-12,27556486
2025-08-13,27425442
2025-08-14,27425637
2025-08-17,27301684
2025-08-18,27374816
2025-08-19,27378716
2025-08-20,27371767
2025-08-21,27387303
2025-08-24,27384141
2025-08-25,27378829
2025-08-26,27472446
2025-08-27,27376045
2025-08-28,27357770
2025-08-31,27329396
2025-09-01,27322854
2025-09-02,27311595
2025-09-03,27322067
2025-09-04,27372588
2025-09-07,27375088
2025-09-08,27405860
2025-09-09,27421897
2025-09-10,27411384
2025-09-11,27407999
2025-09-14,27410427
2025-09-15,27400712
2025-09-16,27370751
2025-09-17,27249745
2025-09-18,27179573
2025-09-21,27158386
2025-09-25,26958035
2025-09-28,26947770
2025-09-29,26948016
2025-09-30,26894652
2025-10-05,25600790
2025-10-08,25598788
2025-10-09,25553616
2025-10-12,25586430
2025-10-15,25703229
2025-10-16,25734449
2025-10-19,26101204
2025-10-20,26189504
2025-10-21,26150811
2025-10-22,26153765
2025-10-23,26146792
2025-10-26,26152763
2025-10-27,26152876
2025-10-28,26164378
2025-10-29,26166032
2025-10-30,25999749
2025-11-02,26001529
2025-11-03,25950570
2025-11-04,25921251
2025-11-05,25921987
2025-11-06,25932899
2025-11-09,25920775
2025-11-10,25919934
2025-11-11,25932206
2025-11-12,25977683
2025-11-13,26004242
2025-11-16,25954719
2025-11-17,25913062
2025-11-18,25624923
2025-11-19,25553198
2025-11-20,25559035
2025-11-23,25616688
2025-11-24,25573250
2025-11-25,25579615
2025-11-26,25583676
2025-11-27,25641474
2025-11-30,25658936
2025-12-01,25875401
2025-12-02,26080372
2025-12-03,26046548
2025-12-04,26273933
2025-12-07,26283917
2025-12-08,26283058
2025-12-09,26276916
2025-12-10,26294268
2025-12-11,26339747
2025-12-14,26092273
2025-12-15,26106688
2025-12-16,25900510
2025-12-17,25707849
2025-12-18,25744253
2025-12-21,25644649
2025-12-22,25660342
2025-12-23,25583744
2025-12-24,25574602
2025-12-25,25552114
2025-12-28,25551062
2025-12-29,25496090
2025-12-30,25504750
2025-12-31,25507496
2026-01-01,25556436
2026-01-05,25601573
2026-01-06,25596426
2026-01-07,25598408
2026-01-08,25648175
2026-01-09,25680839
2026-01-12,25680934
2026-01-13,25722118
2026-01-14,25694185
2026-01-15,25730463
2026-01-16,25738980
2026-01-19,25729483
2026-01-20,25372023
2026-01-21,25328064
2026-01-22,25324596
2026-01-23,25299281
2026-01-26,25369932
2026-01-27,25368357
2026-01-28,25366533
2026-01-29,25415171
2026-01-30,25430895
2026-02-02,25426271
2026-02-03,25452298
2026-02-04,25947973
2026-02-05,25844910
2026-02-06,25436737
2026-02-09,25378870
2026-02-10,25452898
2026-02-11,25493046
2026-02-12,25412460
2026-02-13,25419323
2026-02-16,25449340
2026-02-17,25407430
2026-02-18,25131601
2026-02-19,24784021
2026-02-20,24768188
2026-02-23,24748888
2026-02-24,24705000
2026-02-25,24726284
2026-02-26,24707870
2026-02-27,24211692
2026-03-02,24179719
2026-03-04,24851208
2026-03-05,25201350
2026-03-06,25217205
2026-03-09,25239218
2026-03-10,25301142.0
2026-03-11,25302779.0
2026-03-12,25315094.0
2026-03-13,25293783.0
2026-03-16,25433185.0
2026-03-17,24875756.0
2026-03-18,24697271.0
2026-03-19,24715536.0
2026-03-20,24715256.0
2026-03-23,24717163.0
2026-03-24,24775729.0
2026-03-25,24839823.0
2026-03-26,24550564.0
2026-03-27,24679317.0
2026-03-30,24676635.0
2026-03-31,24477968.0
2026-04-03,24772769.0
2026-04-06,24840132.0
2026-04-09,25009110.0
